,PCT filing number,Patent number,PCT filing date ,Title of invention (English),Owners,Individual/ResearchOrganization/Company,Country of Owner,Inventors,Country of Inventor,Invention aspect ,Type of mechanism or work involved,Plant used,Treatment,Commercial status,Grant date,PCT publication date, International Patent Classification 
203,PCT/IN2015/000261,WO 2015/198346 A1   ,24-06-2015,A COMPOSITION COMPRISING EXTRACT OF ALANGIUM SALVIFOLIUM HAVING ANTI-ADIPOGENIC OR ANTI-OBESIC ACTIVITY,LAILA NUTRACEUTICALS,Company,India,BHUPATHIRAJU KIRAN ; GOKARAJU GANGA RAJU ; GOKARAJU RAMA RAJU ; GOKARAJU VENKATA KANAKA RANGA RAJU ; GOLAKOTI TRIMURTULU ; SENGUPTA KRISHANU,India,"The medicine regulates energy expenditure, prevents atherosclerotic plaques in coronary artery and abdominal aorta, increases insulin sensitivity, improves glucose tolerance, lower triglyceride levels and balance glucose levels in mammals","By the selection of extracts, fractions, enriched fractions or pure compounds derived from herbal plants and their formulation into solid, semi-solid or liquid dosage form for oral or parenteral administration",Alangium salvifolium ,"Obesity, metabolic syndrome or other metabolic disorders",Y,Not available,30.12.2015 ,"A61K 36/40, A61K 36/537, A61K 8/97"
204,PCT/IB2015/000950,WO 2015/193716 A1   ,16-06-2015, A PHYTOCHEMICAL RICH HERBAL EXTRACT AND PROCESS OF EXTRACTION THEREOF,GAUTAM PANKAJ ; GUPTA PAYAL ; JOSHI SWATI ; KUMAR NAVIN ; MISRA KSHIPRA ; PAINULY SAKSHI ; REGISTRAR GRAPHIC ERA UNIVERSITY ; TULSWANI RAJ KUMAR,Individuals,"India, Japan",GAUTAM PANKAJ ; GUPTA PAYAL ; JOSHI SWATI ; KUMAR NAVIN ; MISRA KSHIPRA ; PAINULY SAKSHI ; TULSWANI RAJ KUMAR,"India, Japan",Composition consist of flavonoid and phenolic rich herbal extract with efficient anti-Candida and anti-oxidant properties,Various extraction processes,Elaeocarpaceae Family,Candidiasis ,Y,Not available,"23.12.2015 
","A61K 36/00, A61P 39/06"
205,PCT/IN2015/000238,WO 2015/189858 A1   ,06-11-2015,A SYNERGISTIC HERBAL COMPOSITION USEFUL FOR THE MANAGEMENT OF DIABETES,COUNCIL SCIENT IND RES,Research organisation,India,KUMAR DINESH ; MANI DAYANANDAN ; NAUTIYAL CHANDRA SHEKHAR ; OJHA SANJEEV KUMAR ; PAL ANIRBAN ; RAO CHANDANA VENKATESHWARA ; RAWAT AJAY KUMAR SINGH,India,A synergistic herbal composition useful for lowering elevated levels of blood glucose,Oral dosage forms," Gymneme sylvestre, Tinospora cordifolia, Pterocarpus marsupium, Trigonella foenum graecum, Rubia cordifolia, Berberis aristata",Diabetes,Y,Not available,"17.12.2015 
","A61K 36/27, A61K 36/59, A61K 36/48, A61K 36/74, A61K 36/29, A61P 3/10"
206,PCT/IN2015/000180,WO 2015/162629 A2,23-04-2015,"NOVEL ANTI-FUNGAL COMPOSITION

",PARACHUR VIVEK ANAND,Individuals,India,PARACHUR VIVEK ANAND; RAVICHANDRAN SRIPATHY,India,"Compositions comprising at least one of active ingredients selected from Lawsone & lawsoniaside and luteoline, for the management of fungal infections",Standardized ethyl acetate extracts,Lawsonia inermis,Fungal infections,Y,Not available,29.10.2015 ,-
207,PCT/EP2015/058670,WO 2015/162156 A1   ,22-04-2015,ORAL LIQUID FORMULATIONS COMPRISING HERBAL EXTRACTS,MONTERO GIDA SANAYI VE TICARET A S,Company,Turkey,CIFTER ÜMIT ; HATIRNAZ ZEKIYE BASAK ; TÜRKYILMAZ ALI ; YELKEN GÜLAY ; ZAN MERVE,Turkey,"Herbal extract for providing treatment in various respiratory diseases such as cold, cough, allergic asthma, seasonal allergic rhinitis, bronchitis, pharyngitis, laryngitis and pneumonitis",Herbal formulation,"Pelargonium sidoides, ginger, ginseng, propolis, licorice, echinacea, gingko biloba, turmeric, stevia, capsicum, sage, rosemary, maca, rhodiola and hedera helix",Respiratory diseases,Y,Not available,"29.10.2015 
","A61K 9/00, A61K 36/00, A61K 31/4375, A61K 36/185"
208,PCT/IB2011/000007,WO 2011/083397 A1,01-05-2011,HERBAL COMPOSITION FOR SKIN DISORDERS,Himalaya Global Holdings Lmited,Company,United Arab Emirates,"Paramesh,Rangesh;Babu,Uddagiri,Venkana;Saxena,Ekta",India,Composition can be used for treating inflammation,Raw herbal mixture;herbal composition,Psoralea coryliforea;Curcuma longa,Skin diseases,Y,Not available,14-07-2017,A61K 36/58;A61K 36/906;A61K 36/00
209,PCT/IB2011/000036,WO002011080723A2,01-12-2011,A HERBAL COMPOSITION FOR GASTROINTESTINAL DISORDERS,Himalaya Global Holdings Lmited,Company,United Arab Emirates,"Paramesh,Rangesh;Babu,Uddagiri,Venkana;Saxena,Ekta",India,"It can be used as pharmaceutical and dietary supplement for for treating constipation,diarrhea,indigestion",Raw herbal mixture;herbal composition,Mentha spicata;Cuminum cymium;Emblica officinalis,Gastrointestinal disorders,Y,Not available,2011-07-07 00:00:00,A61K 36/534
210,PCT/IB2011/000002,WO002011080721A2,01-01-2011,HERBAL COMPOSITION AS HEPATOPROTECTIVE AND TREATMENT FOR LIVER DISORDERS,Himalaya Global Holdings Lmited,Company,United Arab Emirates,"Paramesh,Rangesh;Babu,Uddagiri,Venkana;Saxena,Ekta",India,It has no side effects,Raw herbal mixture;herbal composition,Eclipta prostrata,Liver disorders,Y,Not available,2011-07-07 00:00:00,A61K 36/28
211,PCT/IB2010/003482,WO002011080593A2,30-12-2010,MATERIALS AND METHODS FOR PREVENTIONS AND TREATMENT OF VIRAL INFECTIONS,Purapharm International Limited; Versitech Limited,Company,China,"Lau,Allan,Sik-Yin;Yang,Lai,Hung,Cindy;Law,Anna,Hing- Yee",China,Composition has superior anti-viral effects,Medicinal composition,Fructus forsythiae,Viral infections,Y,Not available,2011-07-07 00:00:00,-
212,PCT/US2010/061051,WO002011075654A1,17-12-2010,METHODS AND COMPOSITIONS FOR TREATING INFLAMMATION OF SKIN,Exodos Life Science Limited partnership,Company,United States of America,"Leighton,Harry,J;Frankgakris,chris J",United States of America,Composition can be used to treat several skin diseases as well as preventing them,Pharmaceutical composition,Ginger;Rosemary;Basil;Orange,Skin Inflammations,Y,Not available,23-06-2011,C12Q 1/70 
213,PCT/IN2010/000806,WO002011074001A2,14-12-2010,A HEPATOPROTECTIVE HERBAL COMPOSITION,"Ratnam Shiv Prakash;Pundarikakshudu,Kilambi ",Individuals,India,"Ratnam Shiv Prakash;Pundarikakshudu,Kilambi ",India,Effective composition that provides fast and long lasting relief,Herbal composition;Raw herbal mixture,Glycerrhiza glabra;Andrographis paniculata,Liver disorders,N,Not available,23-06-2011,A61K 36/19
214,PCT/AU2010/001581,WO002011069184A1,25-11-2010,COMPOSITION FOR TREATING SKIN LESIONS,Dinamyclear Pty Limited,Company,Australia,"Spurge,John",Australia,Reduces severity and duration of lesion,Aqueous herbal formulation,Hypericum perforatum,Herpes,Y,Not available,16-06-2011,A61K 36/38;A61P 31/22;A61K 36/886;A61K 36/53;A61P 31/18;A61P 31/04;A61K 33/34;A61K 36/61;A61P 17/02;A61P31/12
215,PCT/US2009/063419,WO002011056174A1,11-05-2009,MIGRAINE HEADACHE RELIEF COMPOSITION,"Gopinathan,Govindan",Individual,United States of America,"Gopinathan,Govindan",United States of America,Provides symptomatic relief and reduces risk of recurrence,Aqueous herbal formulation,Feverfew,Migraine headache,N,Not available,2011-12-05 00:00:00,A61K 31/12;A61K 36/28;A61K 33/12;A61P 25/06;A61P 25/00
216,PCT/CA2010/0016575,WO002011047473A1,22-10-2010,HERBAL COMPOSITION COMPRISING GINGER AND GOLDENROD FOR THE TREATMENT OF COLD AND FLU,Biopharma Copae Inc,Company,Canada,"Cyr,Benoit;Guay,Johane;Page,Brigette",Canada,It has properties of inhibiting influenza virus as well as anti viral effects  ,Aqueous herbal formulation;alcoholic extraction;crude extraction,Ginger;goldenrod,Cold;Flu,Y,Not available,28-04-2011,A61K 36/068; A61K 36/28;    A61P 31/12;     A61P 31/16
217,"PCT/US2010/050904
",WO002011041542A2 ,30-09-2010,HERBAL PAIN KILLER COMPOSITIONS,Ultimaxx Inc   ,Company,United States of America,Lomax Leonard ; Pohlman Cory ; ,United States of America,Composition has superior synergistic pain relieving effects with no side effects,Herbal composition;Raw herbal mixture,"Boswellia Serrata;
Harpagophytum Procumbens; Turmeric;White Willow; Phellodendron
Amurense.
",-,Y,Not available,2011-07-04 00:00:00,"A61K 9/20;
A61P 25/00;   
A61K 47/38;
A61K 47/36;   
A61K 36/906;   
A61K 31/185;    
A61K 9/28   "
218,PCT/IB2009/054320, WO002011039574A1,10-02-2009,THE USE OF A HERBAL COMPOSITION FOR THE TREATMENT OF A PERSON INFECTED WITH HIV,Vander Walt; Louis Stephanus ,Individual,South Africa,Alzandani Abdul-Majeed Bin Aziz,Yemen,"It can be used for treating infections associated with AIDS,for boosting immune system and for stimulating bone marrow formation",Herbal composition;Raw herbal mixture,Aucklandia,HIV,Y,Not available,2011-07-04 00:00:00,"  A61K 36/285    
A61P 31/12    
A61P 31/18   "
219,PCT/US2010/041 650, WO002011011214A1,07-12-2010,"
 A PHARMACEUTICAL COMPOSITION FOR THE TREATMENT OF OPEN WOUNDS


 
",Pinecrest Internat Corp Ltd  ,Company,United States of America,Chen Guanghua,United States of America,Composition  can be used at all stages of the healing process with an anti-infection/antimicrobial agent and tissue regeneration effect,Pharmaceutical composition,-,Wounds,Y,Not available,27-01-2011,  A61K 36/00
220,PCT/IB201O/OOO687,WO002010109318A1,26-03-2010, PROCESS FOR THE PREPARATION OF HERBAL EXTRACT OF CASSIA TORA LEAVES FOR TREATING ANXIETY DISORDERS ,Council of Scientific Industrial Research,Research organization,India,"Agarwal Ashok kumar;Chatterjee,Manavi;Dodiya prakash Jagjivanbhai;Gupta Shibani Sen;Khanna Vinay Kumar;Palit,Gautam;Pandya Jayant Batukrai;Rathod Meena Rajnikant;Shethia Bhupendra danvantra",India,The extracts has long lasting property even after long time of storage,Pulverizaion;Alcoholic extraction,Cassia tora,Anxiety disorder,Y,Not available,30-9-2010,"  A61K 36/482;    
A61P 25/22  "
221,"PCT/IN2009/OOO324
","
WO 2010/100652 A1
",06-05-2009,"AYURVEDIC FORMULATION FOR TREATING CORONARY HEART DISEASE
"," Dubey,G.P; . Rajamaniickman,G.V",Individual,India," Dubey,G.P; . Rajamaniickman,G.V",India,"It can be  used for the prevention and management of dyslipidemia, obesity, hypertension, glucose intolerance, hyperthomocysteinemia, vascular inflammation along with anxiety",Hydroalcoholic extraction,"Commiphora mukul, Termimalia arjuna, Inula recemosa; Hippophae rhamonoides",Coronary heart disease,N,Not available,2010-10-09 00:00:00,"A61K 36/328; A61K 36/72;  A61K 36/28
"
222,PCT/CA2010/000304,WO 2010/099613 A1,03-02-2010," PLANT EXTRACT COMPOSITIONS FOR PREVENTION AND TREATMENT OF INFLUENZA
"," Xie, Xueju ; Ko, Jason Jiang-Chung
",Individual,British Columbia," Xie, Xueju ; Ko, Jason Jiang-Chung
",British Columbia,It can be used for modulating immune system functions,Aqueous extraction," Radix isatidis, Lonicera japonicum;
Poria cocos
",Influenza,N,Not available,2010-10-09 00:00:00,A61K 36/00;  A61P3 1/16; A61K 36/076;A61P 37/0;  A61K 36/315 
223,"PCT/US2009/069810
","WO 2010/078419 A2
",30-12-2009, HERBAL-BASED NASAL SOLUTION AND METHOD OF USE THEREOF,"Zinreich, James; Bachert, Claus",Individual,United States of America;Belgium,"Zinreich, James; Bachert, Claus",United States of America;Belgium,"it can be used for suppressing early
phase and late phase mediators of allergic mucosal disease;inhibiting long term inflammation
",Materials are combined in ratio," Scutellaria
radix;eleutherococcuS radix;chamomile
",Nasal and Sinus Inflammation,N,Not available,2010-08-07 00:00:00,A61 K3I/375;     A61 K9/12;      A61K 36/539;   A61P 11/02 ;   A61K 36/28 ;   A61P 11/00 ;      A61 K47/30
224,"PCT/IN2009/OOO754
",WO 2010/076812 A1,30-12-2009," TOPICAL HERBAL FORMULATION FOR TREATMENT OF ACNE AND SKIN DISORDERS
",Sunev Pharma Solution Limited,Company,India," Chaudary, Manu;Naithani, Vijay",India,"Formulation has improved penetration, long acting, low irritation, better efficacy, synergistic
bacteriostatic activity
",Materials are combined in ratio,Rose;lemon,Acne;Skin disorders,Y,Not available,2010-08-07 00:00:00,A61 K9/107; A61K 31/194
225,PCT/KR2009/007158,WO 2010/064845 A2,12-02-2009,THE PHARMACEUTICAL COMPOSITION OR THE FUNCTIONAL FOODS FOR THE TREATMENT OR PREVENTION OF OBESITY COMPRISING THE EXTRACT FROM MYRISTICA FRAGRANSHOUTTUYN,"Dong Wha Pharm Co., Ltd",Company,Republic of Korea,"Ryu,jei Man; lee Syung Ryul; Baek,Nam Hyun; leem,moon ,Jung; Seong,Seung,Kyu; Lee,Sang Ho",Republic of Korea,It can be added to various forms of food,Crude Extraction;Filtration;Freeze drying, Myristica fragrans Houttuyn,Obesity,Y,Not available,2010-10-06 00:00:00,A61K 36/185;  A23L 1/30; A61P3/04 
226,PCT/US2009/059389,"WO 2010/040058 A1
",10-02-2009,METHODS AND FORMULATIONS FOR TREATING CHRONIC LIVER DISEASE," Zabrecky, George ",Individual,United States of America," Zabrecky, George ",United States of America," Formulations of the
invention provide an improved capability to retard a fibrosis and/or cirrhosis
",Pharmaceutical composition with herbal extracts,Salvia militiorrhiza; Schisandra chinensis,Chronic liver disease,N,Not available,2010-08-04 00:00:00, A61K 36/537 
227,: PCT/IB2009/054168,"WO 2010/035226 A2
",23-09-2009,HERBAL COMPOSITION AND METHOD FOR THE TREATMENT OF VIRAL INFECTION, Piramal Life Sciences Limite,Company,India,"Thomas, Becky,
Mary; Saklani,Arvind; Godbole, Shreekant Nagesh;Naik, Vinayak Raghoba;Mishra, Prabhu Dutt;. Hariharan, Sivaramakrishnan;Shanmugam,Saravana Balaji

",India," Composition alleviates, or prevents the
symptoms of skin lesions, Sores, Cold Sores, blisters, warts, lumps, bumps, pimples,
rashes and ulcers 
",Herbal formulation, Indigofera heterantha,Viral infections,Y,Not available,2010-01-04 00:00:00,A61K 36/48 
228, PCT/IN2009/000510," WO 2010/032267 A2
",17-09-2009,"A HERBAL FROMULATION FOR PREVENTION AND TREATMENT OF DIABETES AND ASSOCIATED COMPLICATIONS
",Noveda Biological Solutions Pvt Limited,Company,India," Krishnan,
Geetha ;Akash Bharaty
",India,Invention is versatile and can be processed into extracts / concentrates and further pharmacologically modified to tablets or capsules or granules or syrups or herbal health drink or inhalable herbal medicinal preparations or ocular preparations or transdermal absorbable preparations such as ointments / gels or injectable medicine,Herbal formulation,Euphorbiaceae,Diabetes,Y,Not available,25-03-2010,-
229,PCT/US2009/055770,WO 2010/028075 A1,09-02-2009," HERBAL COMPOSITION FOR TREATING CANCER
"," Lu, Edith, Shih;Young, Joan ",Individual,United States of America," Lu, Edith, Shih;Young, Joan ",United States of America,It inhibits the growth of cancer and better therapeutic effect,Ingredients are combined in weight," Radix Ginseng, ganoderma lucidum, Cordyceps sinensis, Codonopsis pilosula, Lycium barbarum, Ligustrum lucidum, Glycyrrhiza uralensis, Hedyotis diffusa, Agastache rugosa and Prunella Vulgaris",Cancer,N,Not available,2010-11-03 00:00:00,A61K 36/00 
230, 201710496265,CN000107212132A,26-06-2017,Chinese herbal medicine health-care herbal tea," JINAN RUISIDA BIOTECHNOLOGY CO., LTD.",Company,-, JIANG KEMENG;GUAN TENG;KONG DECAI;LI HENGKAI;LI DIANMING,-,"The invention comprises a health-care tea which is strong in antioxidation capability, free of any chemical additive and artificial color and is applicable to people of all ages with good health-preserving effect",Weight dependent composition,"Honeysuckle flower, Yedo violet, Herba Eupatorii, wolfberry, Radix Scrophulariae, Prunella vulgaris, loquat leaves, Cordate houttuynia, calamus, Litsea cubeba, licorice roots, Chinese angelica, Stevia rebaudiana and blackberry lily rhizomes",-,Y,Not available, 2017.09.29, A23F3/34
231,201710464679,CN000107183275A,19-06-2017,Preparation method of hypoglycemic compound herbal tea," SUZHOU LILIANGJI HEALTH INDUSTRY CO., LTD.",Company,-, LI JIANHUA,-, The invention can effectively lower the blood sugar and is especially suitable for diabetic patients,"By preparing semifluid gel-like herbal tea jelly using ultra-fine pulverization technology, adding agaric polysaccharide and chitosan, mixing and subsequently performing microwave sterilization on the crude herbal tea to achieve the desired product","Kudzu vine root, reed rhizome, ophiopogon japonicas, radix trichosanthis",Lowers blood sugar,Y,Not available, 2017.09.22, A23F3/34
232, 201710233636,CN000106819302A,11-04-2017,Chinese herbal medicine fruity healthcare herbal tea and preparation method thereof," XIAOGAN QISIMIAOXIANG CULTURAL MEDIA CO., LTD.",Company,-, XU YOUHUA,-,"Is capable of improving eyesight, wetting throat and promoting secretion of saliva or body fluid and has an excellent healthcare effect",The preparation method is simple where only water is added for decocting,"Honeysuckle flower, momordica grosvenori, scaphium scaphigerum, liquorice, wolfberry, lotus leaves, hawthorn, semen cassiae, bamboo leaves, lemon slice, snow pear and apple",-,Y,Not available, 2017.06.13, A23F3/34
233, 201710150731,CN000106729219A,14-03-2017,Traditional Chinese medicinal hypotensive herbal tea containing camellia nitidissima and preparation method of traditional Chinese medicinal hypotensive herbal tea, WEI DONGBIN,Individual,-, WEI DONGBIN,-,"Natural Chinese herbal medicines are adopted as the raw materials of the herbal tea which has properties of decreasing internal heat, losing weight, reducing lipids and is free of side effects","Work involved comprises camellia nitidissima treatment, other raw materials pretreatment, reflux extraction, filtration, filtrate combination and sterilization","camellia nitidissima, rose, codonopsis pilosula, longan leaves, loquat leaves, smilax glabra, mint, wolfberry, orange peel, jujuba",Hypotensive effect,N,Not available, 2017.05.31, A61K36/90;A61K36/896;A61K47/12;A61P9/12;A23F3/14
234, 201710180760,CN000106692573A,24-03-2017,Chinese herbal medicine preparation for preventing and treating pig ascariasis and preparation method of Chinese herbal medicine preparation," CHUZHOU HENGSHENG AGRICULTURE TECHNOLOGY CO., LTD.",Company,-, CAO ZHENGXIANG,-," The Chinese herbal medicine for pig ascariasis contains rich alkaloid, with effects of enhancing the immunity, eliminating problems of medicine resistance, medicine residue, large toxic and side effect","Prepared by cleaning, soaking, decocting and mixing the raw materials","Radix aconiti, radix sophorae subprostratae, catharanthus roseus, ranunculaceae, areca seed, solanum aviculare, cottonrose hibiscus, delphinium brunonianum royle, sophora flower bud and pyrrosia leaf",-,Y,Not available, 2017.05.24, A61K36/889;A61P33/10
235, 201610908672,CN000106561910A,18-10-2016,Herbal tea containing stachyose agent and preparation method of herbal tea, FOSHAN UNIVERSITY,Research Organisation,-, ZHONG XIANFENG;HUANG GUIDONG;ZENG RONG;DONG HUAQIANG;ZHANG YINGHUI;BAI YONGLIANG;JIANG ZHIBIN;CHEN ZHIYIN;LIANG SHUYAN,-,Herbal tea with improved nutrition value and health care function,Percentage weight dependent herbal medicinal composition,"Honeysuckle, chrysanthemum, selfheal, liquorice, lophatherum gracile, hawthorn fruit, endive, poria cocos and white hyacinth beans",-,Y,Not available, 2017.04.19, A23F3/34
236, 201610922789,CN000106474285A,21-10-2016,Chinese herbal medicine ointment for treating cuts and preparation method of Chinese herbal medicine ointment for treating cuts, CHEN LIN,Individual,-, CHEN LIN;YU MEI;LIU XIAOXIA;ZHANG XIAOPING,-,"Ointment for treating cuts with unique anti-inflammatory, heat-clearing and acesodyne effects and having advantages of convenient utilization and reliability","The ointment can make pain completely disappear, bring cool sensations, treat cuts as well as scar marks",-,Cuts,Y,Not available, 2017.03.08, A61K36/88;A61K9/06;A61P17/02;A61K35/55
237, 201610745917,CN000106361955A,29-08-2016,Preparation method of Chinese herbal medicinal active fermentation broth for preventing bacterial diseases in fishes and shrimps," FOSHAN YANHUI BIOTECHNOLOGY CO., LTD.",Company,-, JIANG CHANGDE;HU YANHUI,-,The invention has capabilities of preventing bacterial diseases in the fishes and shrimps as well as promoting growth and boosting immunity and can be used easily,Variety of herbal plants composition,"Radix astragali, radix codonopsis, herba opuntiae, rhizoma coptidis, radix scutellariae, radix isatidis, fructus gardeniae, herba andrographitis, leaves of eucalyptus robusta smith, rhizoma anemarrhenae, cortex moutan, radix platycodonis, raw hawthorn, radix aucklandiae ",Bacterial diseases in the fishes and shrimps,Y,Not available, 2017.02.01, A61K36/8964;A61P31/04;A61K35/742;A61K35/747;A61K35/741
